Category,Country,off_country_id,country code,category_exists_in_taxonomy,Is_needed_a_recipe ? Mano,Hunger Games link,code,Scan & photo a new one,Contributor name
en:flavoured-milks,Portugal,en:portugal,pt,1,Yes,Categorize existing one,5601192103101,To do,
en:soy-based-drinks,Portugal,en:portugal,pt,1,Yes,Categorize existing one,8480017001627,To do,
en:mayonnaises,Portugal,en:portugal,pt,1,Yes,Categorize existing one,8712100417054,To do,
en:vinegars,Portugal,en:portugal,pt,1,Yes,Categorize existing one,5601070000539,To do,
en:poultry-broth,Portugal,en:portugal,pt,1,Yes,Categorize existing one,,To do,
en:filled-chocolates,Portugal,en:portugal,pt,1,Yes,Categorize existing one,7622300631574,To do,
en:milk-chocolates,Portugal,en:portugal,pt,1,Yes,Categorize existing one,7622300631574,To do,
en:jelly-desserts,Portugal,en:portugal,pt,1,Yes,Categorize existing one,8402001025365,To do,
en:canned-tomatoes,Portugal,en:portugal,pt,1,Yes,Categorize existing one,8480000160225,To do,
en:canned-tomato-purees,Portugal,en:portugal,pt,1,Yes,Categorize existing one,,To do,
en:colas,Portugal,en:portugal,pt,1,Yes,Categorize existing one,5000112519945,To do,
en:diet-beverages,Portugal,en:portugal,pt,1,Yes,Categorize existing one,5000112519945,To do,
en:beverages-with-orange,Portugal,en:portugal,pt,1,Yes,Categorize existing one,4056489256823,To do,
en:carbonated-soft-drinks-without-fruit-juice,Portugal,en:portugal,pt,1,Yes,Categorize existing one,8480000290731,To do,
en:still-fruit-soft-drink-with-sugar-and-with-less-than-10-of-fruit-juice,Portugal,en:portugal,pt,1,Yes,Categorize existing one,,To do,
en:still-fruit-soft-drink-with-less-than-10-of-fruit-juice-without-sugar-and-with-artificial-sweeteners,Portugal,en:portugal,pt,1,Yes,Categorize existing one,8414100302742,To do,
